"Date","Price","Open","High","Low","Change %"
"Oct 21, 2010","1,773.60","1,777.02","1,788.63","1,769.78","-0.29%"
"Oct 20, 2010","1,778.82","1,768.02","1,790.80","1,763.51","0.38%"
"Oct 19, 2010","1,772.00","1,772.29","1,795.56","1,766.67","-0.16%"
"Oct 18, 2010","1,774.87","1,774.86","1,789.05","1,768.87","-0.13%"
"Oct 15, 2010","1,777.16","1,776.67","1,788.45","1,772.78","-0.22%"
"Oct 14, 2010","1,781.01","1,778.31","1,787.68","1,770.33","0.07%"
"Oct 13, 2010","1,779.72","1,785.98","1,788.07","1,764.65","-0.47%"
"Oct 12, 2010","1,788.09","1,772.98","1,800.80","1,771.87","0.73%"
"Oct 11, 2010","1,775.05","1,788.32","1,790.44","1,770.73","-0.86%"
"Oct 08, 2010","1,790.53","1,767.81","1,790.76","1,767.36","1.01%"
"Oct 07, 2010","1,772.61","1,775.10","1,789.91","1,763.13","-0.27%"
"Oct 06, 2010","1,777.37","1,784.22","1,788.62","1,769.07","-0.43%"
"Oct 05, 2010","1,785.02","1,775.57","1,800.76","1,772.65","0.49%"
"Oct 04, 2010","1,776.36","1,785.85","1,789.36","1,767.32","-0.70%"
"Oct 01, 2010","1,788.95","1,790.76","1,796.05","1,774.72","-0.15%"
"Sep 30, 2010","1,791.68","1,798.59","1,815.74","1,786.19","-0.42%"
"Sep 29, 2010","1,799.27","1,809.89","1,815.39","1,796.43","-0.62%"
"Sep 28, 2010","1,810.57","1,811.48","1,822.57","1,802.50","-0.23%"
"Sep 27, 2010","1,814.68","1,826.18","1,829.73","1,811.68","-0.71%"
"Sep 24, 2010","1,827.64","1,804.22","1,830.41","1,801.57","1.32%"
"Sep 23, 2010","1,803.85","1,797.85","1,812.70","1,796.16","0.15%"
"Sep 22, 2010","1,801.20","1,810.76","1,824.57","1,795.66","-0.58%"
"Sep 21, 2010","1,811.72","1,804.00","1,815.66","1,798.46","0.22%"
"Sep 20, 2010","1,807.69","1,816.44","1,825.55","1,802.84","-0.37%"
"Sep 17, 2010","1,814.41","1,814.66","1,826.25","1,810.64","-0.12%"
"Sep 16, 2010","1,816.59","1,810.12","1,820.77","1,807.73","0.31%"
"Sep 15, 2010","1,810.94","1,801.05","1,814.03","1,793.36","0.46%"
"Sep 14, 2010","1,802.62","1,787.64","1,808.54","1,778.77","0.71%"
"Sep 13, 2010","1,789.88","1,788.28","1,799.62","1,782.47","0.02%"
"Sep 10, 2010","1,789.59","1,800.41","1,804.11","1,787.35","-0.67%"
"Sep 09, 2010","1,801.67","1,812.43","1,814.85","1,793.64","-0.67%"
"Sep 08, 2010","1,813.76","1,807.52","1,821.03","1,801.99","0.22%"
"Sep 07, 2010","1,809.70","1,802.63","1,817.05","1,797.85","0.30%"
"Sep 06, 2010","1,804.30","1,810.99","1,815.42","1,797.01","-0.51%"
"Sep 03, 2010","1,813.54","1,813.06","1,819.34","1,807.49","-0.21%"
"Sep 02, 2010","1,817.32","1,828.81","1,833.18","1,809.61","-0.75%"
"Sep 01, 2010","1,831.12","1,839.05","1,840.52","1,815.78","-0.52%"
"Aug 31, 2010","1,840.70","1,841.29","1,855.59","1,836.05","-0.19%"
"Aug 30, 2010","1,844.20","1,856.47","1,860.70","1,840.57","-0.67%"
"Aug 27, 2010","1,856.60","1,847.15","1,860.12","1,846.08","0.36%"
"Aug 26, 2010","1,849.97","1,850.44","1,858.59","1,843.63","-0.05%"
"Aug 25, 2010","1,850.86","1,835.45","1,852.17","1,833.66","0.75%"
"Aug 24, 2010","1,837.05","1,830.53","1,847.27","1,829.23","0.17%"
"Aug 23, 2010","1,833.88","1,839.05","1,847.01","1,831.24","-0.30%"
