"Date","Price","Open","High","Low","Change %"
"Feb 10, 2011","1,124.04","1,123.95","1,131.20","1,119.32","0.01%"
"Feb 09, 2011","1,123.98","1,114.28","1,125.87","1,113.51","0.61%"
"Feb 08, 2011","1,117.19","1,116.55","1,126.21","1,113.01","-0.13%"
"Feb 07, 2011","1,118.62","1,127.07","1,131.59","1,115.77","-0.90%"
"Feb 04, 2011","1,128.82","1,130.08","1,136.51","1,125.63","-0.22%"
"Feb 03, 2011","1,131.28","1,123.85","1,132.38","1,122.40","0.73%"
"Feb 02, 2011","1,123.03","1,126.41","1,128.93","1,119.28","-0.38%"
"Feb 01, 2011","1,127.32","1,115.67","1,131.11","1,112.89","0.98%"
"Jan 31, 2011","1,116.40","1,104.33","1,119.27","1,100.54","0.71%"
"Jan 28, 2011","1,108.53","1,105.39","1,112.45","1,098.14","0.29%"
"Jan 27, 2011","1,105.32","1,113.66","1,117.93","1,100.19","-0.84%"
"Jan 26, 2011","1,114.66","1,115.20","1,118.49","1,106.97","-0.29%"
"Jan 25, 2011","1,117.91","1,114.76","1,118.70","1,106.97","0.19%"
"Jan 24, 2011","1,115.76","1,104.92","1,122.01","1,103.48","0.78%"
"Jan 21, 2011","1,107.14","1,108.60","1,112.38","1,102.28","-0.29%"
"Jan 20, 2011","1,110.34","1,112.66","1,119.12","1,106.09","-0.25%"
"Jan 19, 2011","1,113.10","1,110.11","1,121.22","1,104.60","0.15%"
"Jan 18, 2011","1,111.45","1,107.42","1,116.95","1,104.13","0.29%"
"Jan 17, 2011","1,108.20","1,104.07","1,112.64","1,096.58","0.47%"
"Jan 14, 2011","1,103.07","1,108.00","1,113.45","1,099.75","-0.61%"
"Jan 13, 2011","1,109.88","1,104.45","1,114.66","1,099.70","0.28%"
"Jan 12, 2011","1,106.78","1,109.61","1,113.86","1,100.71","-0.41%"
"Jan 11, 2011","1,111.31","1,119.71","1,123.06","1,103.38","-1.03%"
"Jan 10, 2011","1,122.82","1,113.96","1,125.57","1,112.70","0.36%"
"Jan 07, 2011","1,118.78","1,116.19","1,122.08","1,110.62","0.11%"
"Jan 06, 2011","1,117.59","1,121.33","1,125.96","1,113.17","-0.49%"
"Jan 05, 2011","1,123.05","1,129.51","1,135.30","1,120.43","-0.76%"
"Jan 04, 2011","1,131.69","1,142.74","1,145.15","1,124.93","-0.97%"
"Jan 03, 2011","1,142.82","1,143.58","1,154.48","1,141.50","-0.39%"
"Dec 31, 2010","1,147.32","1,149.25","1,151.10","1,137.34","-0.26%"
"Dec 30, 2010","1,150.35","1,166.17","1,167.27","1,141.36","-1.41%"
"Dec 29, 2010","1,166.80","1,153.52","1,168.06","1,152.72","0.99%"
"Dec 28, 2010","1,155.38","1,152.58","1,165.18","1,152.26","0.08%"
"Dec 27, 2010","1,154.51","1,152.31","1,157.41","1,146.29","-0.17%"
"Dec 24, 2010","1,156.42","1,156.28","1,162.20","1,151.36","-0.09%"
"Dec 23, 2010","1,157.43","1,152.63","1,161.20","1,146.87","0.28%"
"Dec 22, 2010","1,154.24","1,150.41","1,156.05","1,146.09","0.15%"
"Dec 21, 2010","1,152.51","1,146.48","1,155.36","1,143.59","0.45%"
"Dec 20, 2010","1,147.36","1,141.19","1,157.66","1,135.26","0.40%"
"Dec 17, 2010","1,142.82","1,142.76","1,144.95","1,136.11","-0.01%"
"Dec 16, 2010","1,142.95","1,139.18","1,145.49","1,132.72","0.31%"
"Dec 15, 2010","1,139.37","1,137.97","1,149.93","1,135.01","0.07%"
"Dec 14, 2010","1,138.62","1,139.52","1,142.73","1,130.89","-0.15%"
"Dec 13, 2010","1,140.35","1,124.71","1,144.23","1,119.58","1.19%"
"Dec 10, 2010","1,126.97","1,119.11","1,129.51","1,116.63","0.51%"
"Dec 09, 2010","1,121.29","1,118.74","1,125.85","1,113.89","0.24%"
"Dec 08, 2010","1,118.60","1,112.30","1,126.65","1,111.28","0.38%"
"Dec 07, 2010","1,114.32","1,125.03","1,126.49","1,112.87","-1.13%"
"Dec 06, 2010","1,127.07","1,125.25","1,129.55","1,117.19","-0.20%"
"Dec 03, 2010","1,129.34","1,120.79","1,130.69","1,107.22","0.65%"
"Dec 02, 2010","1,122.00","1,112.46","1,124.75","1,101.65","0.67%"
"Dec 01, 2010","1,114.53","1,109.56","1,115.55","1,101.12","0.49%"
"Nov 30, 2010","1,109.13","1,119.88","1,122.12","1,105.59","-1.21%"
"Nov 29, 2010","1,122.67","1,117.49","1,123.48","1,109.24","0.68%"
"Nov 26, 2010","1,115.09","1,119.16","1,133.38","1,108.95","-0.43%"
"Nov 25, 2010","1,119.93","1,125.04","1,130.30","1,110.63","-0.67%"
"Nov 24, 2010","1,127.51","1,130.05","1,140.07","1,113.63","-0.46%"
"Nov 23, 2010","1,132.71","1,112.83","1,151.55","1,110.12","1.63%"
"Nov 22, 2010","1,114.55","1,116.45","1,121.84","1,105.73","-0.20%"
"Nov 19, 2010","1,116.81","1,118.26","1,122.59","1,109.28","-0.20%"
"Nov 18, 2010","1,119.08","1,116.40","1,125.28","1,114.13","0.09%"
"Nov 17, 2010","1,118.11","1,103.25","1,127.27","1,101.10","1.21%"
"Nov 16, 2010","1,104.74","1,117.34","1,119.51","1,098.39","-1.23%"
