"Date","Price","Open","High","Low","Change %"
"Apr 03, 2019","10.1777","10.2216","10.2341","10.1646","-0.39%"
"Apr 02, 2019","10.2171","10.1767","10.2301","10.1593","0.35%"
"Apr 01, 2019","10.1812","10.2623","10.2623","10.1729","-0.77%"
"Mar 29, 2019","10.2602","10.2703","10.2904","10.2430","-0.07%"
"Mar 28, 2019","10.2675","10.3085","10.3544","10.2607","-0.40%"
"Mar 27, 2019","10.3085","10.2668","10.3298","10.2583","0.41%"
"Mar 26, 2019","10.2668","10.3019","10.3217","10.2453","-0.34%"
"Mar 25, 2019","10.3020","10.3419","10.3650","10.2802","-0.32%"
"Mar 22, 2019","10.3353","10.1829","10.3727","10.1740","1.50%"
"Mar 21, 2019","10.1828","10.1725","10.2348","10.1586","0.10%"
"Mar 20, 2019","10.1725","10.1538","10.1835","10.1217","0.19%"
"Mar 19, 2019","10.1537","10.1648","10.1962","10.1341","-0.10%"
"Mar 18, 2019","10.1639","10.1880","10.1961","10.1366","-0.25%"
"Mar 15, 2019","10.1889","10.1725","10.2209","10.1370","0.16%"
"Mar 14, 2019","10.1725","10.1695","10.1991","10.1412","0.03%"
"Mar 13, 2019","10.1695","10.1328","10.2058","10.1262","0.36%"
